0 50 1.2401949 0.84375 0.2893506 0.929
0 100 0.64034754 0.796875 0.33944395 0.901
0 150 0.46486148 0.859375 0.24219063 0.916
0 200 0.23856704 0.921875 0.24232645 0.934
0 250 0.070420094 0.984375 0.18129778 0.94
0 300 0.3303978 0.84375 0.16921128 0.933
1 350 0.26927286 0.90625 0.2209222 0.922
1 400 0.09809004 0.953125 0.13870795 0.95
1 450 0.15795659 0.9375 0.15521358 0.95
1 500 0.09774016 0.953125 0.12225111 0.954
1 550 0.06461044 0.984375 0.09106037 0.964
1 600 0.06205904 0.96875 0.089199886 0.967
2 650 0.05238741 0.984375 0.08855702 0.964
2 700 0.08682643 0.9375 0.086181656 0.964
2 750 0.07199689 0.96875 0.083281256 0.973
2 800 0.08320513 0.96875 0.07886073 0.973
2 850 0.027267419 1.0 0.08243027 0.976
2 900 0.07892281 0.96875 0.07889749 0.97
3 950 0.009295686 1.0 0.075163394 0.974
3 1000 0.099656105 0.96875 0.088948414 0.966
3 1050 0.124563664 0.96875 0.07239512 0.971
3 1100 0.12017256 0.953125 0.06934352 0.972
3 1150 0.06291207 0.984375 0.06725871 0.972
3 1200 0.03800149 0.96875 0.065896615 0.973
3 1250 0.17965785 0.9375 0.06440742 0.974
4 1300 0.09250826 0.953125 0.06549414 0.977
4 1350 0.03291773 0.984375 0.06494883 0.977
4 1400 0.05409613 0.984375 0.065274775 0.977
4 1450 0.047210887 0.984375 0.061761316 0.98
4 1500 0.11429463 0.984375 0.06264809 0.977
4 1550 0.035337638 0.984375 0.06025619 0.981
5 1600 0.031326365 0.984375 0.06089048 0.979
5 1650 0.060235526 0.96875 0.0613904 0.979
5 1700 0.07234057 0.953125 0.06125641 0.981
5 1750 0.035061017 0.984375 0.05933523 0.98
5 1800 0.06655921 0.9375 0.058139093 0.979
5 1850 0.08252734 0.953125 0.06115619 0.977
6 1900 0.013558435 1.0 0.05819089 0.981
6 1950 0.05345452 0.984375 0.0570531 0.981
6 2000 0.036890272 0.984375 0.05872701 0.979
6 2050 0.058087617 0.984375 0.05856686 0.98
6 2100 0.047938805 0.984375 0.058005914 0.98
6 2150 0.008867856 1.0 0.059515167 0.978
7 2200 0.0319767 0.984375 0.0571273 0.98
7 2250 0.094832994 0.953125 0.056968875 0.98
7 2300 0.030611582 1.0 0.057508346 0.98
7 2350 0.066794276 0.984375 0.05695361 0.981
7 2400 0.19512203 0.96875 0.05703209 0.981
7 2450 0.046845764 0.96875 0.057047125 0.981
7 2500 0.074326955 0.953125 0.056454338 0.981
8 2550 0.048245493 0.984375 0.056446876 0.981
